ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P102_3,P1201,P1201_EE,P1201_N,P1202_ENT,P1202_DEC,P1202_UM,P1202_COD,P1202_EQUIV_1,P1202_EQUIV_2,P1202A,P1202A_1,OMICAP1200
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00002,1,1,1,1,8.23015873015873,1, ,1,0,0,4, , ,8,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00014,2,1,1,1,8.23015873015873,1, ,1,0,0,1, , ,1,500,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00027,3,1,1,1,8.23015873015873,1, ,1,0,0,1, , ,2,200,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00034,4,1,1,1,8.23015873015873,1, ,1,0,0,1, , ,0,900,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00036,5,1,1,1,8.23015873015873,1, ,1,0,0,1, , ,0,400,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00045,6,1,1,1,8.23015873015873,1, ,1,0,0,3, , ,3,800,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00046,7,1,1,1,8.23015873015873,1, ,1,1,0,1, , ,0,600,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00056,8,1,1,1,8.23015873015873,1, ,1,0,0,1, , ,2,760,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00069,9,1,1,1,8.23015873015873,1, ,1,0,0,10, , ,28,400,1, ,1,0000,2, , 
2021,24,TUMBES,01,TUMBES,02,CORRALES,00012,00070,10,1,1,1,8.23015873015873,1, ,1,0,0,1, , ,0,500,1, ,1,0000,2, , 
